date,high,low,open,close,volume
2016-01-01 00:00:00+05:30,147.1,144.55,145.53,146.49,4988895
2016-01-04 00:00:00+05:30,145.98,140.22,145.98,141.15,12693585
2016-01-05 00:00:00+05:30,142.62,139.68,141.8,141.54,10345630
2016-01-06 00:00:00+05:30,143.38,140.3,142.39,140.77,8329590
2016-01-07 00:00:00+05:30,138.58,135.14,138.58,135.77,12052960
2016-01-08 00:00:00+05:30,139.8,136.67,137,138.74,12796475
2016-01-11 00:00:00+05:30,140.93,135.25,137,138.9,14801465
2016-01-12 00:00:00+05:30,139.89,133.68,139.51,134.59,15401165
2016-01-13 00:00:00+05:30,137.97,132.02,136.3,136.54,24823865
2016-01-14 00:00:00+05:30,135.73,132.4,134.59,134.84,17869410
2016-01-15 00:00:00+05:30,136.72,132.02,136,132.74,18152225
2016-01-18 00:00:00+05:30,134.01,130.34,132.2,131.2,18905815
2016-01-19 00:00:00+05:30,137.3,131.5,132.6,136.25,24393180
2016-01-20 00:00:00+05:30,135.16,126.31,134.78,129.25,26445660
2016-01-21 00:00:00+05:30,134.6,129.49,131.01,130.86,20534760
2016-01-22 00:00:00+05:30,137.94,132.35,133.4,136.8,16567570
2016-01-25 00:00:00+05:30,139.02,134.7,138.38,135.5,9817820
2016-01-27 00:00:00+05:30,136.96,133,136.02,135.61,10075060
2016-01-28 00:00:00+05:30,137.28,133.53,135.97,134.31,16022000
2016-01-29 00:00:00+05:30,149.9,130.23,132.6,149.36,87063495
2016-02-01 00:00:00+05:30,155.16,148.9,150.88,154.48,55294340
2016-02-02 00:00:00+05:30,157,152.08,154.48,152.86,32985285
2016-02-03 00:00:00+05:30,157.8,150.01,150.27,155.54,29323850
2016-02-04 00:00:00+05:30,157.59,150.85,156.94,151.87,29722165
2016-02-05 00:00:00+05:30,155.98,151.84,151.84,155.41,15978405
2016-02-08 00:00:00+05:30,157.9,153,155.04,153.67,16112350
2016-02-09 00:00:00+05:30,153.78,148.3,151.71,149.37,19050925
2016-02-10 00:00:00+05:30,149.35,145.52,148.42,147.07,21933695
2016-02-11 00:00:00+05:30,147.96,141.92,147,142.89,15571410
2016-02-12 00:00:00+05:30,146.59,138.44,144,145.69,22277665
2016-02-15 00:00:00+05:30,152.36,147.03,147.04,150.68,18884615
2016-02-16 00:00:00+05:30,151.86,146.2,151.69,146.77,16563985
2016-02-17 00:00:00+05:30,146.58,140.24,146.58,144.07,26398540
2016-02-18 00:00:00+05:30,147.18,141.28,145.6,142.85,16055755
2016-02-19 00:00:00+05:30,144.72,141.71,142.2,142.51,11826110
2016-02-22 00:00:00+05:30,144.1,141.84,143.2,142.55,8648975
2016-02-23 00:00:00+05:30,143.45,136.24,142.5,137.27,21500155
2016-02-24 00:00:00+05:30,140.75,134.41,136.77,138.13,20841410
2016-02-25 00:00:00+05:30,139.01,133.32,138.96,134.1,22305795
2016-02-26 00:00:00+05:30,138.4,133.78,136.46,137.31,20627085
2016-02-29 00:00:00+05:30,140.8,132.67,137.59,137.8,24929325
2016-03-01 00:00:00+05:30,144.36,138.19,139.36,143.88,20408715
2016-03-02 00:00:00+05:30,152.35,146.1,146.2,151.05,26665300
2016-03-03 00:00:00+05:30,152,148.22,151.8,151.53,20116495
2016-03-04 00:00:00+05:30,153.9,149.05,151.2,151.81,19092795
2016-03-08 00:00:00+05:30,153.91,150.32,153.8,151.91,21291635
2016-03-09 00:00:00+05:30,158.68,150.26,151,158.12,30298510
2016-03-10 00:00:00+05:30,160.19,156.9,158.8,158.28,18269590
2016-03-11 00:00:00+05:30,160.96,157.12,157.4,160.12,20752680
2016-03-14 00:00:00+05:30,162,159.4,161,160.4,12531405
2016-03-15 00:00:00+05:30,163.4,159.41,160.2,162.19,18064305
2016-03-16 00:00:00+05:30,163.1,159.1,161.4,160.88,16745200
2016-03-17 00:00:00+05:30,163.76,158.6,162.22,159.91,15460550
2016-03-18 00:00:00+05:30,163.5,159.15,160.2,162.85,13220715
2016-03-21 00:00:00+05:30,166.9,162.55,163.6,166.37,17150930
2016-03-22 00:00:00+05:30,167.55,164.53,166.2,166.44,13091505
2016-03-23 00:00:00+05:30,170.37,165.29,166,169.85,20967780
2016-03-28 00:00:00+05:30,171.98,167.1,168.63,168.45,17251110
2016-03-29 00:00:00+05:30,170.88,167.2,168.2,169.27,9845555
2016-03-30 00:00:00+05:30,174,169.71,170.7,173.26,13545105
2016-03-31 00:00:00+05:30,175,171.71,172.5,173.01,31232455
2016-04-01 00:00:00+05:30,173.1,170.48,172.6,171.12,14136725
2016-04-04 00:00:00+05:30,173.98,171,171.18,173.59,16196910
2016-04-05 00:00:00+05:30,173.02,165.3,172,165.84,22500685
2016-04-06 00:00:00+05:30,168.43,165.65,167,166.81,16484090
2016-04-07 00:00:00+05:30,168.8,166.2,167.79,167.1,9215225
2016-04-08 00:00:00+05:30,170.7,166.64,167.4,169.88,11833340
2016-04-11 00:00:00+05:30,172.49,169.57,170.6,171.93,9609845
2016-04-12 00:00:00+05:30,173.66,170.64,171.96,171.86,8861115
2016-04-13 00:00:00+05:30,175,173.15,173.42,174.03,8343925
2016-04-18 00:00:00+05:30,179.4,172.22,172.4,178.71,19491185
2016-04-20 00:00:00+05:30,178.94,175.4,178.94,176.38,15352350
2016-04-21 00:00:00+05:30,179.65,175.32,177.68,176.27,14804655
2016-04-22 00:00:00+05:30,177.58,174.53,176,175.15,9580800
2016-04-25 00:00:00+05:30,177.1,174.23,175.42,175.73,7570435
2016-04-26 00:00:00+05:30,182.96,175.12,176,182.14,16571225
2016-04-27 00:00:00+05:30,184.6,179.6,183,183.1,51044735
2016-04-28 00:00:00+05:30,190.34,183.2,183.27,189.11,66735715
2016-04-29 00:00:00+05:30,190.49,185.74,189.6,188.59,21534815
2016-05-02 00:00:00+05:30,191.52,188.3,189.58,188.99,19933955
2016-05-03 00:00:00+05:30,190.36,185.6,189.3,186.24,14613445
2016-05-04 00:00:00+05:30,186.78,182.88,186.2,183.52,24070805
2016-05-05 00:00:00+05:30,186.64,181.13,183.8,182.43,33803715
2016-05-06 00:00:00+05:30,183.98,181.18,181.8,182.04,11919815
2016-05-09 00:00:00+05:30,189.6,182.68,182.96,189.24,23103750
2016-05-10 00:00:00+05:30,190.58,187.62,189.8,189.95,16215080
2016-05-11 00:00:00+05:30,192.48,185.6,187.25,191.27,22916480
2016-05-12 00:00:00+05:30,193.48,190.02,191.2,191.01,13195830
2016-05-13 00:00:00+05:30,192.18,188.82,191.21,190.11,15825760
2016-05-16 00:00:00+05:30,197.42,189.04,190.59,196.06,26057460
2016-05-17 00:00:00+05:30,199.97,193.54,197.74,193.99,32223600
2016-05-18 00:00:00+05:30,195.53,192.57,193.28,194.25,14691410
